customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,churned
6255-CCLVQ,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.36,911.58,1
5323-QNSIU,Female,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),44.64,3134.27,1
8844-KTCUO,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,111.02,2288.57,1
5810-THDLH,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),98.42,3240.87,0
1869-OLPPU,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.56,405.72,1
9627-TDKMI,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,22.57,764.57,1
4587-LIMPZ,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,87.77,3982.92,1
9297-MGZSX,Female,0,Yes,No,12,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.11,746.46,1
8024-MMZUB,Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.4,3702.93,1
4849-VMZIA,Female,0,No,No,44,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,93.54,4053.1,1
9333-PTOAQ,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.32,2129.79,1
8325-MOPPB,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),35.49,333.51,0
9234-HTCLT,Male,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,62.51,3440.21,1
8631-UQKQS,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),65.95,757.34,0
8413-ALORW,Male,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,98.05,4043.92,1
5701-AMOGO,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.38,3280.57,1
5083-JNFNX,Male,0,Yes,Yes,50,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.27,5378.53,1
3296-VLKYT,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.06,1498.95,0
9853-TAHYN,Male,0,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),118.58,8164.21,1
6985-YWEWY,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,27.01,432.35,1
2543-PVPMT,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.7,4451.4,1
6902-AVCFV,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.06,1856.23,0
9529-CJQGO,Female,0,Yes,No,31,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,63.14,1891.41,1
1730-YKQEG,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),73.93,1303.0,1
3130-YXOCO,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,97.41,1671.95,1
3916-WLTEC,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.37,2415.34,0
7265-IGZBW,Male,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),114.67,3605.63,1
3810-UPIMS,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.03,3992.92,1
8999-TQFDA,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.48,599.93,1
6310-SIMHW,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.02,99.98,1
9812-OKLND,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,79.14,4650.98,1
5512-XDSIJ,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),91.94,3161.15,0
2379-TIMLK,Male,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,69.73,3672.44,1
8819-RLPET,Male,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.38,368.68,0
9459-UYKIR,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),51.99,416.0,1
2725-YCTQN,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),100.09,5202.13,1
2232-YHEEI,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,76.11,1160.25,1
9338-WIVRP,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.37,2884.46,1
9480-BNNAZ,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.59,1611.67,1
2721-YPOZO,Female,0,No,No,58,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,62.74,3702.64,1
2195-PNXOW,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,54.0,3248.5,1
2306-JCWQH,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),29.37,1522.94,0
1909-UJADA,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,45.61,1654.06,1
2695-TOMBS,Male,1,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,61.0,12.89,1
9855-MXKVO,Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,31.48,1017.15,1
3825-IITAQ,Female,0,No,Yes,34,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,29.54,958.55,1
2789-ROFGQ,Male,0,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.41,3814.07,0
4653-HLUNL,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),55.98,3171.23,1
6494-JVTOG,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),104.35,5591.58,1
4129-IJJPG,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,20.87,1292.79,1
7811-EWCRK,Female,0,No,No,30,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,95.84,2791.18,1
4534-UTEXL,Male,0,No,No,59,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.26,2332.72,1
2774-IGJWM,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),107.71,6133.92,0
4239-LVXSZ,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,46.91,1039.14,1
7361-APVQY,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),74.16,1033.82,1
8741-RKRGR,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.88,1017.27,1
7981-GWVJK,Male,0,Yes,Yes,32,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,60.02,1714.69,1
1364-IGIMZ,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.3,1769.36,1
9160-UTBYC,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),56.06,3312.7,0
1773-MUATS,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,106.22,5953.99,1
6344-UVBON,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.86,488.6,1
7802-KOFTI,Male,1,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.14,2212.95,1
8012-TBFZR,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,105.15,6053.19,1
1603-WSIUX,Male,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,23.24,1135.62,0
4770-FNZXM,Female,0,Yes,No,38,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,89.93,3283.45,1
9978-UZSXZ,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),81.9,120.19,0
4756-NXRLD,Male,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,56.2,3370.56,1
6392-DLMDJ,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.08,2793.71,0
6086-COBYY,Female,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),56.67,346.48,1
7576-FZHCY,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.38,1252.71,1
8313-VAPGC,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),42.28,440.33,1
4574-DIESO,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.46,140.68,1
9741-RSXOZ,Male,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.3,521.66,1
6769-FNQIS,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),65.52,586.33,1
5893-EWGST,Male,1,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,41.39,2292.15,1
2785-GXBYW,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.16,111.72,1
8727-MHFFI,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,106.04,612.26,0
5890-KEYQT,Female,1,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),54.44,2142.89,1
1986-OYONM,Male,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.83,823.54,1
1906-MZVXI,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55.42,1083.07,0
8939-QNXRK,Female,1,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.64,1339.67,1
4081-IYCVW,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,69.81,798.99,1
3829-ZYOBX,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.79,5689.99,0
2741-PGDRX,Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,89.02,5141.38,1
2690-EFGOZ,Female,1,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,104.71,2150.22,0
2088-XDYAK,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.72,2292.23,1
5490-JQDXO,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),21.02,1449.98,0
9431-UMIKK,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.91,2336.39,0
5725-FMVXV,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),90.12,6116.91,1
8002-RTNOZ,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,46.14,435.27,1
5537-DBGJP,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.21,2887.77,0
1713-RQUMA,Female,1,Yes,Yes,15,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,27.48,409.95,1
9768-OAFYZ,Male,0,No,Yes,30,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),39.22,1055.82,1
9652-AEIYQ,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,92.76,2507.28,1
6167-HQOXA,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),69.79,5008.32,0
7411-EXFYA,Male,1,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.85,429.54,0
1256-JJCQS,Male,0,No,No,54,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,119.72,6510.63,1
3460-RBIXQ,Male,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),75.87,4579.83,0
5515-QQLTR,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),33.86,1794.64,1
7786-KYRDQ,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.94,588.49,1
8345-ENJOA,Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.88,2696.88,0
5943-KWTFX,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.79,562.68,1
1636-VPBAX,Male,1,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.58,773.11,1
1712-VLQYO,Male,0,Yes,Yes,13,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,68.5,930.37,1
8773-SVJZL,Male,0,Yes,No,64,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.35,4226.57,1
7957-IMCUN,Male,1,No,Yes,56,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),54.7,3009.89,1
8939-TWYKP,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),100.53,7404.68,1
2845-WQMKC,Male,0,No,No,42,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,58.8,2632.01,0
2509-VUKPS,Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),63.73,4426.75,1
8714-DPPUZ,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.08,5195.21,1
4960-DSZQM,Female,0,No,Yes,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.91,3795.35,1
8833-VWZXA,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.91,1957.84,0
4499-DKEBQ,Female,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.1,2184.97,1
7823-FUIMK,Male,1,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,69.22,1858.56,1
2025-JLHKJ,Male,0,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),107.66,2541.7,1
8372-YQGXC,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.57,2097.53,0
4741-TMSGI,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.97,692.46,1
4026-MVHVR,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.73,3185.31,1
3620-WBRRK,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.85,5855.88,1
4872-NPKAG,Male,0,No,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.1,16.31,0
5092-PNONU,Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.48,2109.52,1
3666-PSQZF,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.53,1080.05,0
4888-IRQLW,Male,1,Yes,No,23,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),117.54,2682.48,1
1565-VEKDD,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,54.51,889.44,0
6890-ZXWYQ,Male,1,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,67.15,4544.36,1
3982-ZDWML,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.97,237.63,1
3580-SUTRK,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.96,922.91,1
5019-CQLJH,Male,0,No,No,59,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),43.25,2582.11,1
4022-EDZUT,Female,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),49.26,222.49,1
2074-UDOQL,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),81.32,4253.28,1
2986-JOJXW,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,18.78,62.36,1
3176-CUZLA,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,119.06,8234.22,0
8234-ESYAD,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,69.76,3780.29,0
5284-ZZDQN,Female,1,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,103.12,1946.02,1
7129-AVPCW,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.52,3151.47,0
8400-WDUEK,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,18.04,0,1
6241-CFXKI,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,61.68,1812.31,1
3588-OWCAT,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,108.75,2081.84,1
4218-NQVNQ,Female,1,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),88.64,3592.67,0
8034-NLPAM,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,93.4,2414.72,0
5150-SFGAA,Male,0,No,No,35,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.25,2642.6,0
7468-FPYPN,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),117.57,775.63,1
1864-MTJXJ,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,28.53,989.6,0
6672-MCRTB,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,106.76,5991.04,1
4483-SWMMA,Female,0,No,Yes,38,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.13,3532.94,1
4041-AXEXC,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,73.87,1165.47,0
9123-GXVMW,Female,1,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),86.23,3659.84,0
7429-RXUGA,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,97.98,3544.71,1
7107-HOTDB,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),36.89,2254.26,1
4012-AYEFB,Male,0,No,No,62,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,40.51,2370.51,1
5729-ZADGV,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.99,1408.58,1
7655-ZAAHT,Female,1,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,53.36,1609.32,0
1527-UMWXZ,Female,0,No,No,66,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,75.73,5140.71,1
6206-RTJLA,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),110.92,682.13,0
3888-CSZIJ,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.92,1382.76,1
1690-PXRNC,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.45,2520.09,1
6873-XIMBG,Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),117.63,4669.28,0
4695-USYOV,Female,0,No,No,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.06,1758.93,0
5512-UGTHJ,Female,0,No,Yes,9,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),61.75,568.81,1
6640-YYABS,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.58,669.7,1
2773-TJIJF,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.02,1451.28,1
3576-YFDTC,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,50.79,361.83,1
6969-ZXDHQ,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,86.73,5294.51,1
1734-EMYAM,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.45,1421.66,0
5099-VZXNC,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,68.32,4746.55,0
4872-WLKXH,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,58.76,1138.87,1
5261-VBSTT,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),32.31,1111.77,1
1544-JPDKP,Male,0,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),108.62,1984.81,1
4130-TAPSU,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,81.37,5122.54,0
